enunciado_latex,enunciado,solucion,texto,curso,titulo,n_ejercicio,dificultad,n_columnas,puntos,enun_tex,sol_tex
\log_{3}(3x - 1) - \log_{3}(x + 1) = 2,"Eq(-log(x + 1, 3) + log(3*x - 1, 3), 2)",\left [ - \frac{5}{3}\right ],Resolver :,1BC,Final 1ª Ev.,ex02e06,1,3,1,True,True
2 \log x - \log (x + 6) = 3 \log 2,"Eq(2*log(x, 10) - log(x + 6, 10), 3*log(2, 10))",\left [ 12\right ],Resolver :,1BC,Final 1ª Ev.,ex02e06,1,3,1,True,True
\left\{\begin{matrix}2x - y + z = 6\\ 2x + 2y - 4z = 2\\ x - 2y + 3z = 0\\ \end{matrix}\right.,"[Eq(2*x - y + z, 6), Eq(2*x + 2*y - 4*z, 2), Eq(x - 2*y + 3*z, 0)]",\left[\begin{matrix}-1 & 2 & 1 & 6\\0 & 6 & -2 & 14\\0 & 0 & 0 & -5\end{matrix}\right] \rightarrow  \\ \left [ \right ],Discute el tipo de sistema y resuelve si es posible:,1BC,Final 1ª Ev.,ex02e07,1,3,1,True,True
\left\{\begin{matrix}x + 2y - 3z = 9\\ 4x - 2y = 12\\ 4x + 3y - 6z = 24\\ \end{matrix}\right.,"[Eq(x + 2*y - 3*z, 9), Eq(4*x - 2*y, 12), Eq(4*x + 3*y - 6*z, 24)]","\left[\begin{matrix}2 & 1 & -3 & 9\\0 & 5 & -3 & 21\\0 & 0 & 0 & 0\end{matrix}\right] \rightarrow  \\ \left \{ x : \frac{3 z}{5} + \frac{21}{5}, \quad y : \frac{6 z}{5} + \frac{12}{5}\right \}",Discute el tipo de sistema y resuelve si es posible:,1BC,Final 1ª Ev.,ex02e07,1,3,1,True,True
{\binom{31}{5+2x}} = \binom{31}{2x-2},"Eq(binomial(31, 2*x + 5), binomial(31, 2*x - 2))",\left\{7\right\},"Usando la definición y las propiedades de los números combinatorios, resolver las ecuaciones:",1BC,Final 1ª Ev.,ex02e08,1,3,1,True,True
{\binom{17}{x}} = \binom{17}{x+1},"Eq(binomial(17, x), binomial(17, x + 1))",\left\{8\right\},"Usando la definición y las propiedades de los números combinatorios, resolver las ecuaciones:",1BC,Final 1ª Ev.,ex02e08,1,3,1,True,True
P(x)=4x^2+mx+9 \ no \ tenga\ ninguna \ ra \acute \imath z \ real,m*x + 4*x**2 + 9,"\left [ 4, \quad m, \quad 9\right ]\to -12 < m \wedge m < 12",Calcula el valor de $m$ para que:,1BC,Final 1ª Ev.,ex02e09,1,3,1,True,True
P(x)=9x^2-mx+\frac{1}{4} \ no \ tenga\ ninguna \ ra \acute \imath z \ real,-m*x + 9*x**2 + 1/4,"\left [ 9, \quad - m, \quad \frac{1}{4}\right ]\to -3 < m \wedge m < 3",Calcula el valor de $m$ para que:,1BC,Final 1ª Ev.,ex02e09,1,3,1,True,True
P(x)=16x^2-mx+\frac{9}{4} \ no \ tenga\ ninguna \ ra \acute \imath z \ real,-m*x + 16*x**2 + 9/4,"\left [ 16, \quad - m, \quad \frac{9}{4}\right ]\to -12 < m \wedge m < 12",Calcula el valor de $m$ para que:,1BC,Final 1ª Ev.,ex02e09,1,3,1,True,True
\frac{{3x - 2}}{{x - 1}} - \frac{{3x + 2}}{{x + 1}} \geq \frac{{2x - 1}}{{x^2 - 1}},-(3*x + 2)/(x + 1) + (3*x - 2)/(x - 1) >= (2*x - 1)/(x**2 - 1),"\left(-\infty, -1\right) \cup \left(1, \infty\right)",Resuelve:,1BC,Final 1ª Ev.,ex02e10,1,3,1,True,True
\frac{{{x^3} - 5{x^2} + 2x + 8}}{x^2+1} < 0,(2*x + x**3 - 5*x**2 + 8)/(x**2 + 1) < 0,"\left(-\infty, -1\right) \cup \left(2, 4\right)",Resuelve:,1BC,Final 1ª Ev.,ex02e10,1,3,1,True,True
\frac{{x^3}-x^2 -4x + 4}{{x^2} - 3x + 2}:\frac{{x^3} - {x^2} + 3x - 3}{{{x^3} + 3x}},((-4*x + x**3 - x**2 + 4)/(x**2 - 3*x + 2))/(((3*x + x**3 - x**2 - 3)/(x**3 + 3*x))),\frac{x^{2} + 2 x}{x - 1},Calcula expresando el resultado en forma de fracción algebraica irreducible:,1BC,Final 1ª Ev.,ex02e11,1,3,1,True,True
\frac{2+{ \frac{1}{x}}}{{2 + \frac{1}{{1 + \frac{1}{x}}}}},(2 + 1/x)/(2 + 1/(1 + 1/x)),\frac{2 x^{2} + 3 x + 1}{3 x^{2} + 2 x},Calcula expresando el resultado en forma de fracción algebraica irreducible:,1BC,Final 1ª Ev.,ex02e11,1,3,1,True,True
