enunciado_latex,enunciado,solucion,texto,curso,titulo,n_ejercicio,dificultad,n_columnas,puntos,enun_tex,sol_tex
\frac{{k - 2i}}{{3 + 4i}},(-2*i + k)/(4*i + 3),\frac{3 k}{25} - \frac{4 i k}{25} - \frac{8}{25} - \frac{6 i}{25}\to\left [ - \frac{3}{2}\right ]\land\left [ \frac{8}{3}\right ],Calcular el valor de k para que la siguiente expresión sea a) real y b) imaginario:,1BC,24 - Complejos,p045e04y14,1,2,1,True,True
k-2+(\frac{1}{4}+k)i,i*(k + 1/4) + k - 2,k + i k - 2 + \frac{i}{4}\to\left [ - \frac{1}{4}\right ]\land\left [ 2\right ],Calcular el valor de k para que la siguiente expresión sea a) real y b) imaginario:,1BC,24 - Complejos,p045e04y14,1,2,1,True,True
(k-i)^3,(-i + k)**3,"k^{3} - 3 i k^{2} - 3 k + i\to\left [ - \frac{\sqrt{3}}{3}, \quad \frac{\sqrt{3}}{3}\right ]",Determina el valor que debe tener k para que la siguiente expresión sea un número real.,1BC,24 - Complejos,p045e05,1,2,1,True,True
1+i,i + 1,"\left ( 1, \quad 1\right )","Dados los siguientes números complejos, indica sus afijos:",1BC,24 - Complejos,p045e06y7,1,2,1,True,True
(1+i)i,i*(i + 1),"\left ( -1, \quad 1\right )","Dados los siguientes números complejos, indica sus afijos:",1BC,24 - Complejos,p045e06y7,1,2,1,True,True
(1+i)i\cdot i,i*(i*(i + 1)),"\left ( -1, \quad -1\right )","Dados los siguientes números complejos, indica sus afijos:",1BC,24 - Complejos,p045e06y7,1,2,1,True,True
(1+i)i\cdot i \cdot i,i*(i*(i*(i + 1))),"\left ( 1, \quad -1\right )","Dados los siguientes números complejos, indica sus afijos:",1BC,24 - Complejos,p045e06y7,1,2,1,True,True
i,i,"\left ( 0, \quad 1\right )","Dados los siguientes números complejos, indica sus afijos:",1BC,24 - Complejos,p045e06y7,1,2,1,True,True
\frac{1}{2}(-1+\sqrt{3}i) \cdot i,i*((sqrt(3)*i - 1)/2),"\left ( - 0.5 \sqrt{3}, \quad -0.5\right )","Dados los siguientes números complejos, indica sus afijos:",1BC,24 - Complejos,p045e06y7,1,2,1,True,True
\frac{1}{2}(-1+\sqrt{3}i) \cdot \frac{1}{2}(-1+\sqrt{3}i) \cdot i,i*(((sqrt(3)*i - 1)/2)*((sqrt(3)*i - 1)/2)),"\left ( 0.5 \sqrt{3}, \quad -0.5\right )","Dados los siguientes números complejos, indica sus afijos:",1BC,24 - Complejos,p045e06y7,1,2,1,True,True
\sqrt{3}-2i,-2*i + sqrt(3),7,"Dado el siguiente número $z$, calcula el valor de $z\cdot\overline{z}$",1BC,24 - Complejos,p045e11,1,2,1,True,True
4-2i,-2*i + 4,- \frac{i}{2},"Dado el siguiente número $z$, calcula el valor de $\frac{z-\overline{z}}{z+\overline{z}}$",1BC,24 - Complejos,p045e11,1,2,1,True,True
(5-i)(3+2i),(-i + 5)*(2*i + 3),17 + 7 i,Calcula,1BC,24 - Complejos,p045e17,1,2,1,True,True
(2+\frac{1}{3}i)(-5-i),(-i - 5)*(i/3 + 2),- \frac{29}{3} - \frac{11 i}{3},Calcula,1BC,24 - Complejos,p045e17,1,2,1,True,True
(2-i)(2+i),(-i + 2)*(i + 2),5,Calcula,1BC,24 - Complejos,p045e17,1,2,1,True,True
(3-\frac{1}{4}i)(2-i)(3+2i),((-i + 2)*(2*i + 3))*(-i/4 + 3),\frac{97}{4} + i,Calcula,1BC,24 - Complejos,p045e17,1,2,1,True,True
\frac{2-i}{1+3i},(-i + 2)/(3*i + 1),- \frac{1}{10} - \frac{7 i}{10},Calcula,1BC,24 - Complejos,p045e17,1,2,1,True,True
\frac{{\sqrt{2} - 3i}}{{2 + i}},(-3*i + sqrt(2))/(i + 2),- \frac{3}{5} + \frac{2 \sqrt{2}}{5} - \frac{6 i}{5} - \frac{\sqrt{2} i}{5},Calcula,1BC,24 - Complejos,p045e17,1,2,1,True,True
\frac{1}{{3 - i}},1/(-i + 3),\frac{3}{10} + \frac{i}{10},Calcula,1BC,24 - Complejos,p045e17,1,2,1,True,True
\frac{{3i}}{{2 - 4i}},(3*i)/(-4*i + 2),- \frac{3}{5} + \frac{3 i}{10},Calcula,1BC,24 - Complejos,p045e17,1,2,1,True,True
\frac{{5 - i}}{i},(-i + 5)/i,-1 - 5 i,Calcula,1BC,24 - Complejos,p045e17,1,2,1,True,True
\frac{1 + 2i}{3 + 3i},(2*i + 1)/(3*i + 3),\frac{1}{2} + \frac{i}{6},Calcula,1BC,24 - Complejos,p045e17,1,2,1,True,True
({\sqrt {2}  - i})\frac{{\sqrt{ 2} +i}}{{1 - 2i}},((i + sqrt(2))/(-2*i + 1))*(-i + sqrt(2)),\frac{3}{5} + \frac{6 i}{5},Calcula,1BC,24 - Complejos,p045e17,1,2,1,True,True
( {2\sqrt {3} - i})\frac{{\sqrt {3} i}}{{1 + i}},((sqrt(3)*i)/(i + 1))*(-i + 2*sqrt(3)),\frac{\sqrt{3}}{2} + 3 - \frac{\sqrt{3} i}{2} + 3 i,Calcula,1BC,24 - Complejos,p045e17,1,2,1,True,True
\frac{{1 - i}}{{3 + 2i}}\frac{{2i}}{{1 + i}},((2*i)/(i + 1))*((-i + 1)/(2*i + 3)),\frac{6}{13} - \frac{4 i}{13},Calcula,1BC,24 - Complejos,p045e17,1,2,1,True,True
\frac{{\sqrt {2} }}{{ - 2 - i}}\frac{1}{{2 + 3i}},(sqrt(2)/(-i - 2))/(3*i + 2),- \frac{\sqrt{2}}{65} + \frac{8 \sqrt{2} i}{65},Calcula,1BC,24 - Complejos,p045e17,1,2,1,True,True
2 - 2\sqrt {3}i,-2*sqrt(3)*i + 2,4_{- \frac{\pi}{3}},Calcular el módulo y el argumento (en radianes) de los siguientes números complejos:,1BC,24 - Complejos,p046e31y 32,1,2,1,True,True
-1-i,-i - 1,\sqrt{2}_{- \frac{3 \pi}{4}},Calcular el módulo y el argumento (en radianes) de los siguientes números complejos:,1BC,24 - Complejos,p046e31y 32,1,2,1,True,True
\sqrt {3}  + i,i + sqrt(3),2_{\frac{\pi}{6}},Calcular el módulo y el argumento (en radianes) de los siguientes números complejos:,1BC,24 - Complejos,p046e31y 32,1,2,1,True,True
2\sqrt{3}+2i,2*i + 2*sqrt(3),4_{\frac{\pi}{6}},Calcular el módulo y el argumento (en radianes) de los siguientes números complejos:,1BC,24 - Complejos,p046e31y 32,1,2,1,True,True
2-2i,-2*i + 2,2 \sqrt{2}_{- \frac{\pi}{4}},Calcular el módulo y el argumento (en radianes) de los siguientes números complejos:,1BC,24 - Complejos,p046e31y 32,1,2,1,True,True
 -5-5i,-5*i - 5,5 \sqrt{2}_{- \frac{3 \pi}{4}},Calcular el módulo y el argumento (en radianes) de los siguientes números complejos:,1BC,24 - Complejos,p046e31y 32,1,2,1,True,True
5i,5*i,5_{\frac{\pi}{2}},Calcular el módulo y el argumento (en radianes) de los siguientes números complejos:,1BC,24 - Complejos,p046e31y 32,1,2,1,True,True
4,4,4_{0},Calcular el módulo y el argumento (en radianes) de los siguientes números complejos:,1BC,24 - Complejos,p046e31y 32,1,2,1,True,True
1+i,i + 1,\sqrt{2}_{\frac{\pi}{4}},Calcular el módulo y el argumento (en radianes) de los siguientes números complejos:,1BC,24 - Complejos,p046e31y 32,1,2,1,True,True
-9i,-9*i,9_{- \frac{\pi}{2}},Calcular el módulo y el argumento (en radianes) de los siguientes números complejos:,1BC,24 - Complejos,p046e31y 32,1,2,1,True,True
-3+3i,3*i - 3,3 \sqrt{2}_{\frac{3 \pi}{4}},Calcular el módulo y el argumento (en radianes) de los siguientes números complejos:,1BC,24 - Complejos,p046e31y 32,1,2,1,True,True
\sqrt{3}+i,i + sqrt(3),2_{\frac{\pi}{6}},Calcular el módulo y el argumento (en radianes) de los siguientes números complejos:,1BC,24 - Complejos,p046e31y 32,1,2,1,True,True
2_{\frac{\pi}{4}},"[2, pi/4]",\sqrt{2} + \sqrt{2} i,Escribe en forma binómica los siguientes números complejos:,1BC,24 - Complejos,p046e34,1,2,1,True,True
3_{\frac{\pi}{6}},"[3, pi/6]",\frac{3 \sqrt{3}}{2} + \frac{3 i}{2},Escribe en forma binómica los siguientes números complejos:,1BC,24 - Complejos,p046e34,1,2,1,True,True
\sqrt{2}_{\pi},"[sqrt(2), pi]",- \sqrt{2},Escribe en forma binómica los siguientes números complejos:,1BC,24 - Complejos,p046e34,1,2,1,True,True
17_{0},"[17, 0]",17,Escribe en forma binómica los siguientes números complejos:,1BC,24 - Complejos,p046e34,1,2,1,True,True
1_{\frac{\pi}{2}},"[1, pi/2]",i,Escribe en forma binómica los siguientes números complejos:,1BC,24 - Complejos,p046e34,1,2,1,True,True
5_{\frac{3 \pi}{2}},"[5, 3*pi/2]",- 5 i,Escribe en forma binómica los siguientes números complejos:,1BC,24 - Complejos,p046e34,1,2,1,True,True
1_{\frac{5 \pi}{6}},"[1, 5*pi/6]",- \frac{\sqrt{3}}{2} + \frac{i}{2},Escribe en forma binómica los siguientes números complejos:,1BC,24 - Complejos,p046e34,1,2,1,True,True
4_{\frac{2 \pi}{3}},"[4, 2*pi/3]",-2 + 2 \sqrt{3} i,Escribe en forma binómica los siguientes números complejos:,1BC,24 - Complejos,p046e34,1,2,1,True,True
