enunciado_latex,enunciado,solucion,texto,curso,titulo,n_ejercicio,dificultad,n_columnas,puntos,enun_tex,sol_tex
\sqrt{4}-2\sqrt{6}i,-2*sqrt(6)*i + 2,- \sqrt{6} i,"Dado el siguiente número $z$, calcula el valor de $\frac{z-\overline{z}}{z+\overline{z}}$",1BC,Autoevaluación 2 ev2,pa22e08,1,2,1,True,True
4 - 2\sqrt {3}i,-2*sqrt(3)*i + 4,2 \sqrt{7}_{- \operatorname{atan}{\left (\frac{\sqrt{3}}{2} \right )}},Calcular el módulo y el argumento (en radianes) de los siguientes números complejos:,1BC,Autoevaluación 2 ev2,pa22e08b,1,2,1,True,True
-1-i,-i - 1,\sqrt{2}_{- \frac{3 \pi}{4}},Calcular el módulo y el argumento (en radianes) de los siguientes números complejos:,1BC,Autoevaluación 2 ev2,pa22e08b,1,2,1,True,True
 -6-6i,-6*i - 6,6 \sqrt{2}_{- \frac{3 \pi}{4}},Calcular el módulo y el argumento (en radianes) de los siguientes números complejos:,1BC,Autoevaluación 2 ev2,pa22e08b,1,2,1,True,True
-5i,-5*i,5_{- \frac{\pi}{2}},Calcular el módulo y el argumento (en radianes) de los siguientes números complejos:,1BC,Autoevaluación 2 ev2,pa22e08b,1,2,1,True,True
3,3,3_{0},Calcular el módulo y el argumento (en radianes) de los siguientes números complejos:,1BC,Autoevaluación 2 ev2,pa22e08b,1,2,1,True,True
3_{\frac{\pi}{4}},"[3, pi/4]",\frac{3 \sqrt{2}}{2} + \frac{3 \sqrt{2} i}{2},Escribe en forma binómica los siguientes números complejos:,1BC,Autoevaluación 2 ev2,pa22e08c,1,2,1,True,True
2_{\frac{\pi}{6}},"[2, pi/6]",\sqrt{3} + i,Escribe en forma binómica los siguientes números complejos:,1BC,Autoevaluación 2 ev2,pa22e08c,1,2,1,True,True
2 \sqrt{2}_{\pi},"[2*sqrt(2), pi]",- 2 \sqrt{2},Escribe en forma binómica los siguientes números complejos:,1BC,Autoevaluación 2 ev2,pa22e08c,1,2,1,True,True
7_{0},"[7, 0]",7,Escribe en forma binómica los siguientes números complejos:,1BC,Autoevaluación 2 ev2,pa22e08c,1,2,1,True,True
1_{\frac{\pi}{2}},"[1, pi/2]",i,Escribe en forma binómica los siguientes números complejos:,1BC,Autoevaluación 2 ev2,pa22e08c,1,2,1,True,True
"A=(-1, 1), \ B=(1, 6),\  y \ C=(3, -3)","[(-1, 1), (1, 6), (3, -3)]",14,Calcula el área del triángulo de vértices:,1BC,Autoevaluación 2 ev2,pa22e09,1,1,1,True,True
