enunciado_latex,enunciado,solucion,texto,curso,titulo,n_ejercicio,dificultad,n_columnas,puntos,enun_tex,sol_tex
"En una clase los 2/3 del número de alumnas es igual a los 5/7 del número de alumnos. Si el número de
alumnas aumenta en 26, entonces es igual al doble del número de alumnos. ¿Cuántos alumnos y alumnas
tiene la clase?","[Eq(2*x/3, 5*y/7), Eq(2*y, x + 26)]","\left\{\begin{matrix}\frac{2x}{3}=\frac{5y}{7}\\ x+26=2y\\ \end{matrix}\right.  \rightarrow  \\\left[\begin{matrix}\frac{2}{3} & - \frac{5}{7} & 0\\0 & \frac{13}{14} & 26\end{matrix}\right] \rightarrow  \left \{ x : 30, \quad y : 28\right \}",Resuelve mediante expresiones algebraicas:,1BC,Autoevaluación 2 ev1,p020e02-e16,1,1,1,False,True
\left\{\begin{matrix}\frac{{x - 1}}{2} - \frac{{x + 3}}{3} \leq x\\ \frac{{4x - 2}}{4} - \frac{{x - 1}}{3} \geq x\end{matrix}\right.,"[-x/3 - 1 + (x - 1)/2 <= x, -x/3 + 1/3 + (4*x - 2)/4 >= x]","\left[- \frac{9}{5}, - \frac{1}{2}\right]",Resuelve los siguientes sistemas de inecuaciones:,1BC,Autoevaluación 2 ev1,p026e07,1,2,1,True,True
\left\{\begin{matrix}{( {x - 1} )^2} - {( {x + 3} )^2} \leq 0\\x - 3( {x - 1}^2 ) \leq 3 \end{matrix}\right.,"[(x - 1)**2 - (x + 3)**2 <= 0, x - 3*(x - 1)**2 <= 3]","\left[-1, \infty\right)",Resuelve los siguientes sistemas de inecuaciones:,1BC,Autoevaluación 2 ev1,p026e07,1,2,1,True,True
\left\{\begin{matrix}\frac{{3( {2 - x} )}}{2} - x < \frac{{16}}{3} - \frac{{x + 1}}{5} \\\frac{{x + 4}}{3} - \frac{{x - 5}}{6} > 3 - \frac{{2x - 3}}{{18}}\end{matrix}\right.,"[-x + (3*(-x + 2))/2 < -x/5 - 1/5 + 16/3, -x/6 + 5/6 + (x + 4)/3 > -x/9 + 1/6 + 3]","\left(\frac{18}{5}, \infty\right)",Resuelve los siguientes sistemas de inecuaciones:,1BC,Autoevaluación 2 ev1,p026e07,1,2,1,True,True
\left\{\begin{matrix}x + y \leq 2 \\ - 2x + y \geq 4\\\end{matrix}\right.,"[x + y <= 2, -2*x + y >= 4]",\\ \includegraphics[width=1\columnwidth]{si0},Resuelve los siguientes sistemas de inecuaciones:,1BC,Autoevaluación 2 ev1,p026e08,1,2,1,True,False
\left\{\begin{matrix}2x - y < 1 \\ - x + 4y \geq  - 5\\\end{matrix}\right.,"[2*x - y < 1, -x + 4*y >= -5]",\\ \includegraphics[width=1\columnwidth]{si1},Resuelve los siguientes sistemas de inecuaciones:,1BC,Autoevaluación 2 ev1,p026e08,1,2,1,True,False
\left\{\begin{matrix}x - 2y > 3\\5x - 3y \leq 15\\\end{matrix}\right.,"[x - 2*y > 3, 5*x - 3*y <= 15]",\\ \includegraphics[width=1\columnwidth]{si2},Resuelve los siguientes sistemas de inecuaciones:,1BC,Autoevaluación 2 ev1,p026e08,1,2,1,True,False
\left\{\begin{matrix}x \geq y \\x + y \geq 4\\x - 2y \leq 8\\\end{matrix}\right.,"[x >= y, x + y >= 4, x - 2*y <= 8]",\\ \includegraphics[width=1\columnwidth]{si3},Resuelve los siguientes sistemas de inecuaciones:,1BC,Autoevaluación 2 ev1,p026e08,1,2,1,True,False
\left\{\begin{matrix}- 2 \leq x\\x \leq 2\\y \geq 4\\x + y - 1 \leq 0\\\end{matrix}\right.,"[-2 <= x, x <= 2, y >= 4, x + y - 1 <= 0]",\\ \includegraphics[width=1\columnwidth]{si4},Resuelve los siguientes sistemas de inecuaciones:,1BC,Autoevaluación 2 ev1,p026e08,1,2,1,True,False
\left\{\begin{matrix}x \geq 0 \\0 \leq y\\y \leq 3\\x - 2y \leq 10\\x + y \geq 10\\\end{matrix}\right.,"[x >= 0, 0 <= y, y <= 3, x - 2*y <= 10, x + y >= 10]",\\ \includegraphics[width=1\columnwidth]{si5},Resuelve los siguientes sistemas de inecuaciones:,1BC,Autoevaluación 2 ev1,p026e08,1,2,1,True,False
